Epoch	Time (s)	Breakbeam	Capacitor (V)	Battery (V)	Board Temperature (°C)	LPS	Encoder 0	Encoder 1	Encoder 2	Encoder 3	Setpoint 0	Setpoint 1	Setpoint 2	Setpoint 3	Motor 0	Motor 1	Motor 2	Motor 3	Motor 4	CPU (%)
1	55.1943	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84929
1	55.1993	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.88766
1	55.2043	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73954
1	55.2093	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90165
1	55.2143	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89015
1	55.2194	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00848
1	55.2244	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72519
1	55.2294	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.90699
1	55.2344	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.84365
1	55.2394	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.89204
1	55.2444	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73372
1	55.2494	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88546
1	55.2544	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89426
1	55.2594	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00627
1	55.2645	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	7.37387
1	55.2695	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.10469
1	55.2745	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.83777
1	55.2795	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.88294
1	55.2845	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72191
